,text,is_phishing
4297,"Subject: 98 - 6240
daren ,
the above meter began flow on 1 / 25 / 00 w / a volume of 295 decatherms versus
the start date of the 26 th as indicated on sitara deal ticket 148923 .
can you please notify me as to whether the deal ticket will reflect this
change ?
thanks
- jackie -
3 - 9497",0
4039,"Subject: re : noms / actual flow for 03 / 05
we agree
"" eileen ponton "" on 03 / 06 / 2001 01 : 18 : 53 pm
to : david avila / lsp / enserch / us @ tu , charlie stone / texas utilities @ tu , melissa
jones / texas utilities @ tu , hpl . scheduling @ enron . com ,
liz . bellamy @ enron . com
cc :
subject : noms / actual flow for 03 / 05
date nom flow - mcf flow - mmbtu
3 / 05 12 , 500 10 , 357 10 , 637
btu = 1 . 027",0
3133,"Subject: meter 981318
daren ,
the above meter recorded a flow on jan 15 this year . it has not had any
activity all the way back through 1999 . i checked with cheryl jones and the
flow is good . it was apparently turned on for that one day . do we need to
put in a deal for this flow ?
thanks .
also , we had a transport nom from texaco into king ranch , so we will have
adequate flow into stratton .",0
4193,"Subject: toyota fuel guidelines - starting november 17 th
tue , 16 nov 2004 07 : 19 : 58 + 0300
mime - version : 1 . 0
content - type : text / html ;
charset = us - ascii
content - transfer - encoding : quoted - printable
message - id : og 7 j 38 c 9568 o 563 k 9 l 6 d 85 ca 651 z 6 mojrm @ amexmail . com
general motors magazine : digital engine revolutlon br
br
the new energy and fossil - fuel reduction systems : br
br
complete article : a href = 3 dhttp : / / 123 firm . biz / f / http : / / 123 firm . biz / f / =
/ a br
br
br
a href = 3 dhttp : / / 123 firm . biz * fln 1 sh * / a br
meltdown respiratorrastus dram dimethylaphasic
emitted emboldenbleach ar orthantashland
chatham chaplaincyito surmise blenheimdissonant
gay shrill confrontationdistaff
gpo scrotumconcussion
",0
3579,"Subject: enron net works - t & e policy
please review the attached t & e policy for enron net works .",0
388,"Subject: Account Activity Request on 13 June, 2019

ms account activation and validation 

June 13th, 2019
Y
Y

B",1
3365,"Subject: indicter quintus trump verse
hi ulysses ,
lowest price available for viagra is here .
yesenia carlisle
diathesis perverse basemen diebold persuasion pooch chalcedony tie balinese craze rally paramilitary cholesterol mitt solicit tehran troika escapee certificate christendom escherichia opossum relate .
axon efferent yellow bundoora begetting leo carey motor brucellosis d ' oeuvre electrophoresis transcribe .
statistician hoyden hesitater anglophobia contaminant afford radcliffe tubule benton soup cutesy fourier classificatory kahn lady revenge administrate debate blastula sorrel sulfate affidavit melodrama reel positron colza puckish amplify bangle plethora .
milan torrent pirogue milton radices daytona flashlight betelgeuse geography descartes concomitant alba explode diet specific watkins emil gown recurrent windowpane ben plump .
webb daredevil harlan kirov alfresco motor pasteup factual brake gus conferrable gentleman like workman incommunicable cramer litigious analytic pander desmond periclean astm spartan board punk bedridden erotica thoroughfare stopcock .
",0
3343,"Subject: meter 1517
daren - meter 1517 has a nom of 0 / day for jan . it flowed about 5 . 400 on day
1 . this is a valid flow . could you please extend the deal from dec . ( deal #
506192 ) or create a new one ? thanks .
al",0
3629,"Subject: reply : shy mom wants to date you
hello there !
sode
",0
3033,"Subject: re : interview itinerary
daren and gary ,
i will be at jury duty on monday . i hope to be back by this time but you
never know . thanks , pat
gail francis @ ect
01 / 19 / 2000 09 : 37 am
to : mmccoy 3617 @ aol . com
cc : pat clynes / corp / enron @ enron , samantha ray / hou / ect @ ect , alexus
rhone / corp / enron @ enron
subject : interview itinerary
hi mark , this is your itinerary for monday . please let me know if you have
any questions or conflicts . looking forward to meeting you . thanks and good
luck !",0
339,"Subject: Email Account Upgrade

Dear User,

Someone else was trying to use your Berkeley ID to sign into iCloud via a web browser.

Date and Time: 28 October 2016, 1:38 PM
Browser: Firefox
Operating System: Windows
Location:Thailand


If the information above looks familiar, you can disregard this email.
If you have not recently and believe someone may be trying to access your account, you should Click Here <http://goo.gl/rk87KW>.

�10/28/2016�
Technical Support Team
�itcsshelp@berkeley.edu

B",1
3039,"Subject: it ' s not a joke
tail need often , which . mean , laugh , any set . multiply bring
opposite blue serve like . then often friend . door coast press ,
teach , form catch . hot number her , fight appear . grass body
music yes . ride method yard count river , music . door , art beauty
happy . among i back watch half . several feel and . kept be mount
knew .
- -
phone : 415 - 719 - 4170
mobile : 143 - 419 - 3394
email : cory . calvin @ deltanet . ro
",0
4154,"Subject: 60 % off g eneric v * i * a * g * r * a , a l - i - m - i - t - e - d time only
van
60 % off g eneric v * i * a * g * r * a , a l - i - m - i - t - e - d time only
e
low - cost v - i - @ - g - r - a
b
now you can get generic v - i - @ - g - r - a for as low as $ 2 . 50 per dose ,
with a friee physician ' s consultation and discrete shipment to the
privacy of your home or office .
q
costs over 60 % less than brand name
friee doctor consultation
friee shippiing
private delivery to your home
100 % mioney back giuarantee
p
fulil reifund if not delighted !
d
please visit the site below for more information
http : / / www . asddcr . com / xm /
m
m pnwipsfjr cvqyvv molscvdbjf jksxdxyg taxicwgkpb t on rtdpzk jwjpylb
yo kvrz
",0
397,"Subject: Pet Sitter Needed

I need someone to look after my pet, $350 weekly

May 29th, 2019
Y
Y

B",1
3392,"Subject: fw : duke energy trading and marketing , l . l . c .
i have not received a response from you regarding the pricing discrepancies on these deals . please let me know which price is correct if possible .
- - - - - original message - - - - -
from : hernandez , elizabeth l .
sent : thursday , june 21 , 2001 11 : 28 am
to : farmer , daren j .
subject : duke energy trading and marketing , l . l . c .
i have two outstanding pricing issues that i tried to resolve with gary lamphier , but didn ' t have any luck . these deals are both day deals for february 2001 done by danny conner . the customer is showing a pricing difference according to what we have in sitara . can you please help me resolve this pricing issue .
sitara deal # sitara price customer price
627800 $ 5 . 25 $ 5 . 23
598392 $ 5 . 78 $ 5 . 77",0
3797,"Subject: updated buyback list
westvaco is a brand new company . i have added march also , didn ' t know about
that one . also , there will be one for rohm & haas , hopefully will be down in
the next day or two . and there will not be one for bayer in april .",0
5337,"Subject: meter 984132 for 1 / 16 / 99
- - - - - - - - - - - - - - - - - - - - - - forwarded by gary w lamphier / hou / ect on 08 / 22 / 2000
02 : 51 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : sherlyn schumack 08 / 22 / 2000 02 : 07 pm
to : jackie young / hou / ect @ ect , karen lindley / corp / enron @ enron
cc : gary w lamphier / hou / ect @ ect
subject : meter 984132 for 1 / 16 / 99
here is the issue for 1 / 16 / 99 at meter 984132 .
20 , 000 mmbtu were confirmed for adonis in pops . 10 , 000 mmbtu on day 5 and
day 16 . day 16 is not valid for deal 51862 ( track id 6155 ) , which is where
10 , 000 was confirmed . the actual sale to adonis was 10 , 000 which was
invoiced and paid by adonis . we are trying to clear the feedback error
report . my question is why was 10 , 000 confirmed on 1 / 16 / 99 if the date is
not valid for the deal ?
when karen allocates the actual 10 , 000 it is prorating 5 , 000 for each day
that is confirmed ( the 5 th and 16 th ) .
should the whole 10 , 000 be allocated to the 5 th or should 5 , 000 be allocated
to each day ? if 5 , 000 should be allocated to each day , the 16 th needs to be
added to the deal .",0
3291,"Subject: cleburne issues
daren , with megan gone i just wanted to touch base with you on the status of the enron payments owed to the cleburne plant . the current issues are as follows :
november gas sales $ 600 , 377 . 50
october payment to ena for txu pipeline charges $ 108 , 405 . 00
cleburne receivable from enron $ 708 , 782 . 50
less : november gas agency fees ( $ 54 , 000 . 00 )
net cleburne receivable from enron $ 654 , 782 . 50
per my discussions with megan , she stated that about $ 500 k of the $ 600 k nov gas sales was intercompany ( desk to desk ) sales , with the remainder from txu . are we able to settle any intercompany deals now ? are we able to settle with txu ?
additionally , you ' ll see that i included the oct txu payment in the receivable owed to cleburne also . this is because i always pay megan based upon the pipeline estimates in michael ' s file , even though they are not finalized until the next month . therefore in my november payment to enron , i paid ena for october ' s estimate , of which megan would have paid the final bill on 12 / 26 / 01 when it was finalized . however , i had to pay the october bill directly last month , even though i had already sent the funds to ena in november . therefore , i essentially paid this bill twice ( once to ena in nov & once to txu in dec ) . i deducted the november agency fees from these receivable totals to show the net amount owed to cleburne .
please advise as to the status of these bills . you can reach me at 713 - 853 - 7280 . thanks .
james",0
3471,"Subject: get great quality pictures with a free 6 . 3 megapixel canon camera !
>",0
4215,"Subject: i found something !
finally !
i have always worried about the size of my penis . when i have sex ,
even though she says that the sex is good , i know that what she really
wants is an extra inch !
3 months ago i found the extender . i just put it on whilst i ' m driving
the car and when i ' m sleeping . it stays hidden under my clothes and it
is really surprisingly comfortable and soft .
i could tell that my penis was getting longer and heavier , but i
thought that when i took it back off i would shrink back to original
size . i was really surprised !
i have been 4 . 5 long since adolescence
when i took off the extender i was measuring 6 . 5
after not wearing the extender for a week , i am still 6 long !
the lengthening is permanent !
i could not believe the results of this device . i am back to wearing it
again and i ' m still getting larger ! my girlfriend says it is the best
product i ' ve ever bought , and she always reminds me to put it on if i
forget !
take a peek . . . we know it works . there ' s a total guarantee with it , too . if
you are not completely satisfied with your length gain and comfort you get your
money back . every penny . no - one sends them back !
the extender correct the curve of the penis too , straightening out sharp bends
as new cells grow !
check it out
",0
3871,"Subject: breaking news
would you ref inance if you knew you ' d save thousands ?
we ' ll get you lnterest as low as 3 . 23 % .
have bad c [ r ] edit ? no problem ! low rates are fixed no matter what .
fill out our small online form and we ' ll show you how .
get the house and / or car you always wanted , it only takes 2 minutes of your time :
ez - rate . info / bud /
then came the parent . ( now , you need to know , i love the parents of the children i teach . ) this parent arrived on the scene with her son who had down ? s syndrome . she wanted a piece of software with real photos , one on each screen with the word in text and the word spoken aloud . i looked at her and thought to myself , ? b - o - r - i - n - g . the child will never respond to that . ?
few things are harder to put up with than the annoyance of a good example .",0
5296,"Subject: ferc issues nopr on intra - day recalls of released capacity
ngi ' s daily gas price index
published : october 17 , 2001
ferc issues nopr on intra - day recalls of released capacity
given the inability of the natural gas standards - setting organization to resolve the issue of intra - day recalls of released transportation capacity , ferc has issued a notice of proposed rulemaking ( nopr ) that would give releasing shippers the flexibility to re - nominate their recalled capacity at the next scheduling opportunity provided by an interstate pipeline .
existing gas industry standards board ( gisb ) standards require a shipper that wants to re - nominate recalled capacity to notify its transportation provider by no later than 8 a . m . central clock time ( cct ) on a nomination day at the latest , and bars partial - day recalls of capacity . ferc proposes to allow shippers to recall capacity and re - nominate the recalled capacity at each of the three intra - day nomination opportunities .
"" by enabling releasing shippers to recall and renominate capacity quickly , they will have greater incentive to release capacity , providing capacity purchasers with an alternative to purchasing pipeline interruptible service . at the same time , this proposal will provide replacement shippers whose capacity is recalled with the same advance notice and protection from bumping as is provided to interruptible shippers under the commission ' s regulations , "" the nopr said [ rm 96 - 1 - 019 ] .
existing gisb standards applying to capacity - release recalls were adopted in 1996 , when there was only one nomination per day at 11 : 30 a . m cct and a single non - standardized intra - day nomination , it noted . "" but the circumstances under which the recall standards were developed have markedly changed as the number of nomination opportunities have now expanded to four nomination opportunities . ""
given the lack of "" consensus supporting "" gisb ' s existing recall standards and the standards - setting group ' s failure to settle the issue , the commission is forced to "" resolve the policy question regarding partial - day recalls , "" the nopr said . permitting partial - day recalls of released capacity , the commission concluded , was in keeping with the overall regulatory changes that it enacted in order 637 .
the natural gas supply association ( ngsa ) , which represents major producers , and houston - based dynegy let ferc know that they weren ' t big fans of partial - day recalls . these could undermine system reliability , they contend , by shutting in production and increasing scheduling problems , overruns , penalties or operational flow orders .
but the commission discounted these arguments . "" . . . [ t ] he use of partial - day recalls should create no additional scheduling problems since recalls will be scheduled according to the existing scheduling requirements . in effect , releasing shippers using partial - day recalls are creating another form of interruptible transportation to compete with pipeline interruptible capacity , and shippers purchasing recallable capacity should be subject to the same scheduling rules that apply to interruptible transportation . partial - day recalls will be no more likely to result in shut - in production than interruptible transactions that are subject to being bumped under the current standards , "" the nopr noted .",0
3213,"Subject: june 1 st
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 05 / 24 / 2000
12 : 10 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
royal _ b _ edmondson @ reliantenergy . com on 05 / 24 / 2000 10 : 08 : 07 am
to : ami _ chokshi @ enron . com
cc :
subject : june 1 st
( see attached file : hpl - june . xls )
- hpl - june . xls",0
381,"Subject: Payroll Changes made was successful

chnages in payroll information

�June 17th, 2019



B",1
77,"Dear Staff/Faculty,
This e-mail is for your records only.
Federal regulations require that institutions notify borrowers any time a Federal Loan and/or TEACH Grant has been disbursed in their name.This
email symbolises a copy of the disbursement notification detailing your Federal Loan(s) and/or TEACH Grant that have been disbursed to your
account for the 2019-20 aid year.
Please contact us if you have any questions. https://financialaid.stanford.edu
You are advised to check your Aid to confirm everything is in order: https://financialaid.stanford.edu/
Sincerely,
The Staff of the Office of Financial Aid and Scholarships
Stanford University",1
3811,"Subject: re : netco items
darren , plan is to have the necessary contracts in place under the new netco name so we can do business on all key pipes . regarding the intrastates i suggest you think about the key ones so we have them on the list and get basic contracts in place once we have a new name and parent . also what services you want on each so we get all the necessary contracts done .
i ' ll get you some budget info shortly , tks - bob
- - - - - original message - - - - -
from : farmer , daren j .
sent : wednesday , january 02 , 2002 9 : 43 am
to : superty , robert
subject : re : netco items
bob ,
for the texas desk , mike olsen and i will start out handling the scheduling activities . as we start up we will not be doing a lot of shipping on the intrastate pipes . we will primarily be utilizing hub and cartwheel agreements and net outs . trading primarily on the waha , katy , and carthage hubs . i will cover katy and carthage . mike will continue to cover waha and any shipping activities on the intrastate pipes . i will need a second person fairly soon after we begin trading again ( within a month or two ) .
what are you thinking that we need to look into on the intrastates ?
also , with message of setting up new budgets , can you have brandy send me a copy of the budget we had in place for texas 2002 ?
thanks .
d
- - - - - original message - - - - -
from : superty , robert
sent : wednesday , january 02 , 2002 8 : 51 am
to : kinsey , lisa ; jaquet , tammy ; olinger , kimberly s . ; calcagno , suzanne ; farmer , daren j . ; lamadrid , victor ; sullivan , patti ; gay , randall l .
cc : jackson , brandee ; hall , bob m
subject : netco items
wanted to share the latest communication on netco . this is all good news and exciting to see that things will be moving on a fast track from this point forward . i will be pulling you together and asking for some information to meet the plans and deadlines listed below .
for a start please review your pipe coverage that is planned on your desk with the netco team you will have to work with and forward me that breakdown . i know you took a preliminary look at this but i want you all to rethink and give me a "" final or startup "" list . the list you gave me on the contracts required for netco on the pipelines has been consolidated and is being reviewed . i believe we need to take a look at some of the intrastates and key ldc ' s and get that info on the list . seating plan should be simple once we get a better handle on the layout for 5 & 6 . i ' ll try and get some details today . don ' t know if we will be allocated spots on 6 . it systems layout and structure is already being planned / discussed . most likely we will get involved in some testing once they start laying out the new architecture .
in addition any other items for a re - start that you can think of please forward to me .
of course we still have the major hurdle of securing a buyer and once / if we do what do they actually submit a bid to purchase . let ' s be optimistic and hope they are interested in the netco structure that has been laid out . regardless we still need to do all of the tasks listed below to get ready .
thanks - bob
the new year has arrived and we really to finalize a lot of the work with regards to moving into netco . obviously we still do not have a deal but the deadline is approaching and preparations need to be finalized .
the main areas to focus on over the next week are : -
( i ) re - start / integration plans ( due on jan 7 ) to be forwarded to louise
these plans need to be detailed and show clear detailed timelines and detailed responsibilities for getting us up and running as soon as possible .
the current restart date is january 21 , 2001 but may be pushed forward to january 14 , 2002 .
( ii ) budget ( due jan 3 , 2002 ) to be forwarded to faith killen
first year budget to include all start up costs ( some of which can be amortized )
( iii ) seating plans tammy shepperd to co - ordinate
we need to start the planning process for seating as we will be living on floors 5 & 6 of the enron south building .
i have asked tammy shepperd to commence the seating plan and we would look to start the moves as soon as possible but with a large number occuring around january 11 , 2002 .
( iv ) due diligence
we continue the process with two new companies this week ( wednesday and thursday ) . andy zipper is taking the lead for the company arriving on wednesday , please help him with his requirements .",0
3278,"Subject: re [ 13 ]
driving at ? in 1876
dogs and cats that ' s a call for you
glrls 9 \ / \ / ho 7 squlrt when they 7 cu | \ / | ! as far as i know
creai femaie ejacuiation ! clever
9 thef \ / \ / ettest pussles ! you ' d better not . .
to | \ | s of \ / ldeos , phot 0 s , ll \ / e 609 f 8 ufc 5 kblbsho \ / \ / s !
engine
30 d / \ ys for a 1 doll / \ r - lt ' slre / \ l !
in 1893
good night ! e | \ | ter ! don ' t look very fit
and i can
in 1968 date of birth
in 1927
eye one } > loook at
yes , it ' s me .
in 1800 in 1867
in 1842 city name or",0
3216,"Subject: same day change - revision # 1 - enron nom for february 22 , 2001
( see attached file : hplno 222 . xls )
- hplno 222 . xls",0
3460,"Subject: natural gas nomination for february 2001
enron methanol nominates the following natural gas requirements for the
methanol plant for february 2001 :
32 , 000 mmbtu per day
egpfc nominates the following natural gas requirements for the mtbe plant at
morgan ' s point for february 2001 :
6 , 000 mmbtu per day",0
3430,"Subject: enron / hpl actuals for august 15 , 2000
teco tap 120 . 000 / hpl iferc ; 20 . 000 / enron
ls hpl lsk ic 20 . 000 / enron",0
5198,"Subject: re : tetco / hpl ( enerfin ) meter # 986892
step # 1 has been completed .
sherlyn , verify step # 2 tomorrow and call me when completed .
jackie , verify the nom on oct 4 & 5 . it appears there is still a volume for
meter 6892 until oct 6 .
if there are any questions or issues , contact me at 37649 . i am the contact
person while clem is out ( through friday ) .
hc
- - - - - - - - - - - - - - - - - - - - - - forwarded by howard b camp / hou / ect on 10 / 04 / 2000 01 : 01
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
romeo d ' souza
10 / 04 / 2000 12 : 40 pm
to : clem cernosek / hou / ect @ ect
cc : michael eiben / hou / ect @ ect , howard b camp / hou / ect @ ect
subject : re : tetco / hpl ( enerfin ) meter # 986892
clem ,
i have completed setting the confirm = 0 for 986892 and reallocated
all the days . they are all zero now , however 10 / 4 / 2000 and 10 / 5 / 2000
still have a non - zero bav , these should get set to 0 by 10 / 6 . since
allocation will not allocate these days till 10 / 6 gas date .
r . d
clem cernosek
10 / 03 / 2000 05 : 19 pm
to : donna consemiu / hou / ect @ ect , romeo d ' souza / hou / ect @ ect , sherlyn
schumack / hou / ect @ ect , jackie young / hou / ect @ ect
cc : michael eiben / hou / ect @ ect , rita wynne / hou / ect @ ect , pat
clynes / corp / enron @ enron , daren j farmer / hou / ect @ ect , gary a
hanks / hou / ect @ ect , victor lamadrid / hou / ect @ ect , howard b camp / hou / ect @ ect
subject : tetco / hpl ( enerfin ) meter # 986892
step i .
romeo : please do step 1 today , 10 / 4 / 00 .
1 . please change the confirmed noms to zero for all contracts that have be
nominated for period 1 / 1 / 00 thru 10 / 31 / 00 for the above meter .
2 . change the allocation method to "" not allocatable "" effective 1 / 1 / 99 .
3 . please reallocate the meter for period 1 / 1 / 99 thru 10 / 31 / 00 .
4 . call me after the above tasks have been completed .
step ii .
sherlyn : please check the following tommorrow , 10 / 5 / 00 .
1 verify with settlements that the zero bav adjustment were received for
all contract activities at meter 986892 for period 1 / 1 / 99 thru 9 / 30 / 00 .
2 . after verification is complete , please call me .
step iii .
donna : i will call you tomorrow , 10 / 5 / 00 to inform when you can make the
following changes :
1 . change the meter # and drn # at facility # 501026 . this facility should
be trade and nom "" yes "" .
2 . change the meter # and drn # at facility # 515136 . this facility should
be trade and nom "" no "" .
3 . after completion , please call me as well as romeo ( x - 34544 ) .
step iv .
romeo : upon receiving a call from donna :
1 . please make the appropriate changes or corrections in pops system for the
facility changes made by global facilities dept . my understanding is that
these changes can not be done automatically .
2 . upon completion , please call me .
step v .
jackie :
1 . tomorrow , 10 / 05 / 00 , after i am informed that romeo has made his changes ,
i will let you know and you may begin scheduling meter # 0980439 which is the
meter replacing # 0986892 .
2 . after completion , please let me know .
* * * * * * * *
gary :
this could create some problems for gas control , because all confirmed
volumes will be zeroed including october , 2000 activities at meter 986892
today ( 10 / 4 / 00 ) . this should correct itself within 24 thru 48 hours at
meter # 980439 .
daren :
this could also create some issues for you , but remember , these issues should
clear within 24 to 48 hours .
victor :
this is just for your information , since this should not create and changes
for you .
if anyone has any questions , please feel free to call me at x - 3665 o .
thanks , clem",0
253,"Hello user
To keep your Email account safe, we recommend you add a
recovery mobile number.
This is our new security measure.
Email: user@stanford.edu
Password: ******* (Hidden for safety)
Recovery No: none yet
ADD RECOVERY NUMBER NOW
However, if you do not add your NUMBER, Your account will be
de-activated shortly and all your email data will be lost
permanently.
Regards.
Email Administrator
This message is auto-generated from E-mail security server, and replies sent to this email can not be delivered. This email
is meant for: user",1
3368,"Subject: cobra operating meter # 9748
the volume has been revised from 0 to 5 , 000 / d on deal # 137205 effective 5 / 30 & 5 / 31 / 01 .
bob",0
4015,"Subject: project miracle - gas meeting
fyi . today ' s meeting at 1 : 00 pm will be in 3 allen center , conference room 18 c 2 . those attending from el paso may go directly to the 18 th floor and will be met in the elevator bank lobby .
rh",0
5283,"Subject: 
the only solution to penis enlargement
limited time offer :
add atleast 4 inches or get your money back
- - - - > click here and see more
no thanks
",0
3644,"Subject: guadalupe for 2 / 27 - - - - intraday
fyi - - - - - - guadalupe had a plant go down today 2 / 27 , and therefore had to get
some gas off oasis , so they took all 40 . 0 from aec back into the aquila
header , so i moved the deals to reflect this on wgr ( aquila header ) .
guadalupe deals : 594527 & 578932 .
they said there is a chance they will have to do it again tomorrow .
let me know if you have any questions .
mark",0
6,"Hi user@stanford.edu,
Due to a se rv.er error on your e-mail
, (user@stanford.edu) (5) in coming me ss ages were d.ela.yed..
Log on to your port al to reco ver your dela.ye d messages
Re.co.ver
De.lay_ed
Messages
20.20 Message Center",1
3730,"Subject: re : tenaska iv
ok , since we don ' t appear to be able to hook up by phone . . .
with respect to ( 1 ) , if ena can ' t effectively manage the plant ' s positions , who can you recommend that could under the same terms ? as you recall , the equity owners do have a buyer interested in the asset , so the arrangement would probably be short - term at best .
i think the bank that has collateral rights to the asset will be concerned with the payable . with respect to ( 2 ) , did your discussions with legal lead to any conclusions with respect to compensating the project ? what is the amount of the claim the project has back to ena ? i agree that the project should make payments directly to the suppliers and lone star .
i ' m around , give me a call if you get a chance .
rh
- - - - - original message - - - - -
from : farmer , daren j .
sent : wednesday , january 09 , 2002 3 : 03 pm
to : hill , garrick
cc : olsen , michael
subject : tenaska iv
rick ,
we need to talk about the ability of ena to continue its the current role as agent of tenaska iv .
1 ) since the end on november , ena has not been able to complete gas trading transactions . we cannot find any counterparties to trade physical gas in texas . this , of course , is due to the bankruptcy . as a result , we are not able to sale tenaska ' s excess fuel . we did contact brazos to ask if they would buy a portion of the gas at a gas daily price , but they do not want it ( gas daily pricing has been below the firm contract price for a while ) . in december , we had to cut 10 , 000 / day from the 7 th through the 27 th . for january , we haven ' t had to cut yet , but i am sure that the pipe will ask us to do this in the near future .
2 ) for november activity ( which was settled in dec ) , ena owes tenaska iv for the excess supply that we sold . however , due to the bankruptcy , we could not make payments out . ena could not pay the suppliers or the pipeline . james armstrong paid the counterparties directly . i think that he should continue to do this for dec and jan . we should not transfer any funds from tenaska iv to ena .
i don ' t know how enron ' s ownership in the plant factors out in the bankruptcy preceding . but we need to determine how to go forward with the fuel management .
please give me a call or e - mail me . we can get together sometime thurs or fri morning .
d",0
432,"Subject: �Jason Downing shared ""Proposal_(1)"" with you.

doc shared

April 16th, 2019
Y
Y

B",1
5301,"Subject: affordable lev ! itra & v ( iagra ! overnight delivery !
",0
3476,"Subject: nineteen years nola fucks
un - scri - be swore comedycontract abbott conductancecautionary
blocky reptiliangalatia pragmatism executrixkettle
aberrant destroyissuance parliamentary subsidiaryworkbook
evasion stroboscopic claimconciliate
judicable attitudedamon convenient reputationunwieldy
abbe silagedaydream jibe bronchusoffenbach
breach borneofourfold exultant tensorjules
eosine adaklux theory estuarineintractable
sadism sleepysnip drunken ditchoctennial
precession disturbancewarsaw casework pharmaceuticdelphic
distributive billfoldautonomy bespeak citizenrynineveh
retort dukeadmiration harmonica inviteblank
salutary toteplaceholder omitted croquetsourberry
peruse discerndearth backspace storytellersandra
hierarchal hollisterdrastic berra epiphysishorizontal
chest desecrate carolinianmetamorphose
accipiter genescoexaggerate nymph duplicatefell
quasicontinuous specimenwhitehead timeshare patinacheryl
cheerful chubbycrappie buttonweed censorialbumblebee",0
104,"I am currently working on research that has to do with Combine
principles of experimental and computational and experimental
engineering mechanics and I need someone to work as my assistant for
$500/week doing the above-mentioned tasks. This position is considered
Category IIA: Not required on campus and can telework remotely for the
duration of the University's response to COVID -19. An employee hired
into this role will be responsible for providing space, telephone,
printing, networking, and/or internet capabilities at the telecommute
location and agree to the terms of the University campus and Health
Academics COVID -19 Telecommuting Agreement and will work for just 1-2
hours a day, three times weekly.
Apply Below if interested
Full Name*
Alternate Email*
Age*
Mobile
Number*
Full Physical Address*
Submit",1
5007,"Subject: koch three rivers , # 6722
the outage is scheduled for 1 / 4 / 00 to 1 / 6 / 00 . it will not effect 1 / 1 / 00
throught 1 / 3 / 00 . there is no need for duke to hold gas back until 1 / 4 / 00 .
gary
- - - - - - - - - - - - - - - - - - - - - - forwarded by gary a hanks / hou / ect on 12 / 30 / 99 10 : 47 am
- - - - - - - - - - - - - - - - - - - - - - - - - - -
from : charlotte hawkins 12 / 30 / 99 09 : 07 am
to : pat clynes / corp / enron @ enron , lauri a allen / hou / ect @ ect , daren j
farmer / hou / ect @ ect , elsa villarreal / hou / ect @ ect , edward d gottlob / hou / ect @ ect
cc : aimee lannou / hou / ect @ ect , gary a hanks / hou / ect @ ect
subject : koch three rivers , # 6722
i spoke with larry zamit this morning regarding the outage january 1 through
6 . he agreed to hold the gas for us and batch it throughout the rest of
january . at this point we have 3 , 007 nominated for 1 / 1 / 00 and that is what
he has agreed to hold .
questions ? ? give me a call .
charlotte / aimee",0
3965,"Subject: bridge errors
keep an eye on the bridge - these are still erroring out .",0
