step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/precision,classification/recall,classification/auroc,classification/auprc,classification/f1.0
393,976004,1572,0.01471554443827563,1.0,1.0,0.0226690544203253,1.0,1.0,,,,,,
394,977064,1576,0.016305860029119136,1.0,1.0,,,,,,,,,
395,981676,1580,0.007238776773091655,0.75,0.75,,,,,,,,,
396,984080,1584,0.010159106939613874,1.0,1.0,,,,,,,,,
397,984980,1588,0.011415356036461698,1.0,1.0,,,,,,,,,
398,985784,1592,0.017032353495396547,1.0,1.0,,,,,,,,,
399,987292,1596,0.015862606281091884,1.0,1.0,,,,,,,,,
400,989216,1600,0.015544935045763065,1.0,1.0,,,,,,,,,
401,990148,1604,0.022865448663654066,1.0,1.0,0.012097869533325414,1.0,1.0,,,,,,
402,991112,1608,0.01258059038277158,1.0,1.0,,,,,,,,,
403,991756,1612,0.01749510886494943,1.0,1.0,,,,,,,,,
404,993872,1616,0.010772194209570927,1.0,1.0,,,,,,,,,
405,995060,1620,0.024157031455786522,1.0,1.0,,,,,,,,,
406,998296,1624,0.01690458622367664,1.0,1.0,,,,,,,,,
407,998876,1628,0.027436644457672896,1.0,1.0,,,,,,,,,
408,1003488,1632,0.0056160321370985755,1.0,1.0,,,,,,,,,
409,1004388,1636,0.019890231811924813,0.75,0.75,0.023009832416869935,1.0,1.0,,,,,,
410,1006344,1640,0.012994522200281331,1.0,1.0,,,,,,,,,
411,1009036,1644,0.015041102565490785,1.0,1.0,,,,,,,,,
412,1010256,1648,0.013567092271545497,1.0,1.0,,,,,,,,,
413,1012148,1652,0.017595794776556126,1.0,1.0,,,,,,,,,
414,1013720,1656,0.012057551351909586,1.0,1.0,,,,,,,,,
415,1014620,1660,0.01700069975546926,0.75,0.75,,,,,,,,,
416,1016320,1664,0.020111365044416078,1.0,1.0,,,,,,,,,
417,1022884,1668,0.0103579419372598,1.0,1.0,0.012940484414472623,1.0,1.0,,,,,,
418,1025288,1672,0.011784355032728733,1.0,1.0,,,,,,,,,
419,1026604,1676,0.014487266459287504,1.0,1.0,,,,,,,,,
420,1028560,1680,0.011849173928289828,1.0,1.0,,,,,,,,,
421,1031188,1684,0.016306708188447518,1.0,1.0,,,,,,,,,
422,1032888,1688,0.013249736658428431,1.0,1.0,,,,,,,,,
423,1035612,1692,0.013537873971490418,1.0,1.0,,,,,,,,,
424,1037728,1696,0.018760852240392954,0.75,0.75,,,,,,,,,
425,1038404,1700,0.019956171761848614,1.0,1.0,0.01601688604411846,1.0,1.0,,,,,,
426,1039560,1704,0.014841878624549184,1.0,1.0,,,,,,,,,
427,1041260,1708,0.01957584848928378,1.0,1.0,,,,,,,,,
428,1043280,1712,0.009011718914646426,1.0,1.0,,,,,,,,,
429,1045556,1716,0.028841856440097447,1.0,1.0,,,,,,,,,
430,1049400,1720,0.016452263979646758,1.0,1.0,,,,,,,,,
431,1052380,1724,0.00902084930857575,1.0,1.0,,,,,,,,,
432,1053760,1728,0.014851495452789633,1.0,1.0,,,,,,,,,
433,1059556,1732,0.019805535681396008,1.0,1.0,0.009400450928051097,1.0,1.0,,,,,,
434,1062632,1736,0.01952104496070561,0.75,0.75,,,,,,,,,
435,1063436,1740,0.02333403250883676,1.0,1.0,,,,,,,,,
436,1065264,1744,0.013389988727155291,1.0,1.0,,,,,,,,,
437,1066484,1748,0.0139119449702216,1.0,1.0,,,,,,,,,
438,1069848,1752,0.011307271339825906,1.0,1.0,,,,,,,,,
439,1073276,1756,0.012887532988122426,1.0,1.0,,,,,,,,,
440,1074624,1760,0.013526874758453544,1.0,1.0,,,,,,,,,
441,1076388,1764,0.009893716672711255,1.0,1.0,0.01609049935663675,1.0,1.0,,,,,,
442,1082376,1768,0.008094600110711062,1.0,1.0,,,,,,,,,
443,1083532,1772,0.01610139413292447,1.0,1.0,,,,,,,,,
444,1088656,1776,0.009038931825546265,1.0,1.0,,,,,,,,,
445,1089460,1780,0.017238345191078225,1.0,1.0,,,,,,,,,
446,1094840,1784,0.009201554314731178,1.0,1.0,,,,,,,,,
447,1098652,1788,0.01570812345019672,1.0,1.0,,,,,,,,,
448,1100576,1792,0.019060465915471583,1.0,1.0,,,,,,,,,
449,1104324,1796,0.012844092152227718,0.75,0.75,0.01135848975212627,1.0,1.0,,,,,,
450,1107592,1800,0.010216377440362993,1.0,1.0,,,,,,,,,
451,1109132,1804,0.009027580482906644,1.0,1.0,,,,,,,,,
452,1115120,1808,0.008242369832687899,1.0,1.0,,,,,,,,,
453,1119188,1812,0.009795449238596035,1.0,1.0,,,,,,,,,
454,1120408,1816,0.017184877855495505,1.0,1.0,,,,,,,,,
455,1122972,1820,0.015305680750463185,1.0,1.0,,,,,,,,,
456,1125472,1824,0.013580101465056983,1.0,1.0,,,,,,,,,
457,1128420,1828,0.008084654164900078,1.0,1.0,0.014554187877799211,1.0,1.0,,,,,,
458,1131240,1832,0.011613289725815086,1.0,1.0,,,,,,,,,
459,1133996,1836,0.01414704049925995,1.0,1.0,,,,,,,,,
460,1134896,1840,0.02115846445335332,1.0,1.0,,,,,,,,,
461,1137876,1844,0.009874888316235968,1.0,1.0,,,,,,,,,
462,1139416,1848,0.0189588011764999,1.0,1.0,,,,,,,,,
463,1139932,1852,0.018402678179975637,1.0,1.0,,,,,,,,,
464,1141792,1856,0.01253265381411584,1.0,1.0,,,,,,,,,
465,1148388,1860,0.012475111476078287,1.0,1.0,0.012121197940215728,1.0,1.0,,,,,,
466,1149864,1864,0.024156881193350823,1.0,1.0,,,,,,,,,
467,1153068,1868,0.022040098555517747,0.75,0.75,,,,,,,,,
468,1157168,1872,0.00923786579650484,1.0,1.0,,,,,,,,,
469,1158356,1876,0.016372319612794874,1.0,1.0,,,,,,,,,
470,1160056,1880,0.013293723433119357,1.0,1.0,,,,,,,,,
471,1162844,1884,0.013565358553477354,1.0,1.0,,,,,,,,,
472,1164704,1888,0.01734737374064194,1.0,1.0,,,,,,,,,
473,1165380,1892,0.017884287679537574,1.0,1.0,0.01462070710347081,1.0,1.0,,,,,,
474,1166504,1896,0.022696232146823214,1.0,1.0,,,,,,,,,
475,1168524,1900,0.01160380652905943,1.0,1.0,,,,,,,,,
476,1169424,1904,0.017394997322786432,1.0,1.0,,,,,,,,,
477,1173844,1908,0.008221725606101071,1.0,1.0,,,,,,,,,
478,1176088,1912,0.015353993658185343,1.0,1.0,,,,,,,,,
479,1178780,1916,0.00951548742871063,1.0,1.0,,,,,,,,,
480,1179936,1920,0.014219335528525535,1.0,1.0,,,,,,,,,
481,1187620,1924,0.008280102165814034,1.0,1.0,0.022257687334139534,1.0,1.0,,,,,,
482,1190856,1928,0.01263667755628206,1.0,1.0,,,,,,,,,
483,1194668,1932,0.008297952639995082,1.0,1.0,,,,,,,,,
484,1195536,1936,0.014863881908110286,1.0,1.0,,,,,,,,,
485,1200340,1940,0.0169071915766123,1.0,1.0,,,,,,,,,
486,1206488,1944,0.01448700452123943,1.0,1.0,,,,,,,,,
487,1208412,1948,0.015865703889122715,1.0,1.0,,,,,,,,,
488,1211200,1952,0.007461492176287738,1.0,1.0,,,,,,,,,
489,1211844,1956,0.012055914700238306,1.0,1.0,0.01559911164651058,1.0,1.0,,,,,,
490,1216232,1960,0.010644200836925969,1.0,1.0,,,,,,,,,
491,1217836,1964,0.006169275127037843,1.0,1.0,,,,,,,,,
492,1221872,1968,0.007226134812840477,1.0,1.0,,,,,,,,,
493,1222868,1972,0.02466226141513773,1.0,1.0,,,,,,,,,
494,1224280,1976,0.017103351058722908,1.0,1.0,,,,,,,,,
495,1228188,1980,0.014111709308608937,1.0,1.0,,,,,,,,,
496,1231616,1984,0.01329550279755129,1.0,1.0,,,,,,,,,
497,1233284,1988,0.013289860062612844,1.0,1.0,0.015103497580471324,1.0,1.0,,,,,,
498,1234920,1992,0.008351969408478961,1.0,1.0,,,,,,,,,
499,1236492,1996,0.012914196360738156,1.0,1.0,,,,,,,,,
500,1238192,2000,0.015445841305993326,1.0,1.0,,,,,,,,,
501,1240084,2004,0.01640451350715125,1.0,1.0,,,,,,,,,
502,1241016,2008,0.015146515475856976,1.0,1.0,,,,,,,,,
503,1243964,2012,0.014885573323531685,1.0,1.0,,,,,,,,,
504,1244480,2016,0.024851342050656908,1.0,1.0,,,,,,,,,
505,1244964,2020,0.02357740843852063,1.0,1.0,0.009180728216747688,1.0,1.0,,,,,,
506,1251336,2024,0.009592699619438424,1.0,1.0,,,,,,,,,
507,1254956,2028,0.014874717740805935,1.0,1.0,,,,,,,,,
508,1257104,2032,0.015434606072757057,1.0,1.0,,,,,,,,,
509,1258388,2036,0.022681389068150128,1.0,1.0,,,,,,,,,
510,1259192,2040,0.014798447320225377,1.0,1.0,,,,,,,,,
511,1259516,2044,0.01658391742691626,1.0,1.0,,,,,,,,,
512,1263232,2048,0.00732798584446583,1.0,1.0,,,,,,,,,
513,1264068,2052,0.0126603377276146,1.0,1.0,0.028225039121952917,1.0,1.0,,,,,,
514,1264968,2056,0.025553917947626802,1.0,1.0,,,,,,,,,
515,1265900,2060,0.022859327199659465,1.0,1.0,,,,,,,,,
516,1266768,2064,0.014101215781864808,1.0,1.0,,,,,,,,,
517,1269940,2068,0.01037193933130078,1.0,1.0,,,,,,,,,
518,1270264,2072,0.023319373202071572,1.0,1.0,,,,,,,,,
519,1275004,2076,0.014880447888168485,1.0,1.0,,,,,,,,,
520,1276032,2080,0.015890746046491096,1.0,1.0,,,,,,,,,
521,1280260,2084,0.012220802041224494,1.0,1.0,0.008358119640797357,1.0,1.0,,,,,,
522,1282376,2088,0.010255143525042573,1.0,1.0,,,,,,,,,
523,1284556,2092,0.017273890646341,1.0,1.0,,,,,,,,,
524,1286480,2096,0.010979523355769091,1.0,1.0,,,,,,,,,
525,1288244,2100,0.015345401797242168,1.0,1.0,,,,,,,,,
526,1290552,2104,0.01196472167212339,1.0,1.0,,,,,,,,,
527,1291196,2108,0.02366938748867813,1.0,1.0,,,,,,,,,
528,1292832,2112,0.013481436956478219,1.0,1.0,,,,,,,,,
529,1293668,2116,0.01590778215221692,1.0,1.0,0.015886892286211804,1.0,1.0,,,,,,
530,1295880,2120,0.014058372328373332,1.0,1.0,,,,,,,,,
531,1302892,2124,0.010017156203933474,1.0,1.0,,,,,,,,,
532,1307024,2128,0.01253830734454532,1.0,1.0,,,,,,,,,
533,1312660,2132,0.017788283847766182,1.0,1.0,,,,,,,,,
534,1314200,2136,0.0320930929763658,1.0,1.0,,,,,,,,,
535,1317116,2140,0.008213884969653328,0.75,0.75,,,,,,,,,
536,1321984,2144,0.006869087680635021,1.0,1.0,,,,,,,,,
537,1322852,2148,0.016681282378962187,1.0,1.0,0.009832900190117889,1.0,1.0,,,,,,
538,1328616,2152,0.019725830564302486,1.0,1.0,,,,,,,,,
539,1332460,2156,0.01711145346842459,1.0,1.0,,,,,,,,,
540,1336496,2160,0.01054019709550686,1.0,1.0,,,,,,,,,
541,1337748,2164,0.0293440198684924,1.0,1.0,,,,,,,,,
542,1338360,2168,0.023274179963470403,1.0,1.0,,,,,,,,,
543,1340028,2172,0.010936448548238862,1.0,1.0,,,,,,,,,
544,1341760,2176,0.011043606330483895,1.0,1.0,,,,,,,,,
545,1342596,2180,0.01824429500540156,1.0,1.0,0.0097696549137997,1.0,1.0,,,,,,
546,1345416,2184,0.01923878570125089,1.0,1.0,,,,,,,,,
547,1346828,2188,0.011231992867243223,1.0,1.0,,,,,,,,,
548,1349040,2192,0.014693375630315184,1.0,1.0,,,,,,,,,
549,1350612,2196,0.01366333069623544,1.0,1.0,,,,,,,,,
550,1353432,2200,0.011459657333533364,1.0,1.0,,,,,,,,,
551,1355100,2204,0.015851256045387372,1.0,1.0,,,,,,,,,
552,1356224,2208,0.015565178110333686,1.0,1.0,,,,,,,,,
553,1358756,2212,0.01748364400484786,1.0,1.0,0.01188978227329062,1.0,1.0,,,,,,
554,1363240,2216,0.006563725812747607,1.0,1.0,,,,,,,,,
555,1364268,2220,0.015475891782123281,1.0,1.0,,,,,,,,,
556,1365392,2224,0.0162814280159374,1.0,1.0,,,,,,,,,
557,1367700,2228,0.010664361105994781,1.0,1.0,,,,,,,,,
558,1373112,2232,0.013023021640208183,1.0,1.0,,,,,,,,,
559,1375996,2236,0.022965871287181278,1.0,1.0,,,,,,,,,
560,1376704,2240,0.01566384450564164,1.0,1.0,,,,,,,,,
561,1379620,2244,0.015446243505794264,1.0,1.0,0.017346645889699232,1.0,1.0,,,,,,
562,1382504,2248,0.010007662748049538,1.0,1.0,,,,,,,,,
563,1383948,2252,0.01604809666379174,1.0,1.0,,,,,,,,,
564,1384944,2256,0.02127027356431786,1.0,1.0,,,,,,,,,
565,1387956,2260,0.008919976849487447,1.0,1.0,,,,,,,,,
566,1388664,2264,0.00776269498148476,1.0,1.0,,,,,,,,,
567,1389660,2268,0.012872957331218507,1.0,1.0,,,,,,,,,
568,1391136,2272,0.015301093757246628,1.0,1.0,,,,,,,,,
569,1392740,2276,0.008337577428343144,1.0,1.0,0.00811146579926809,1.0,1.0,,,,,,
570,1395880,2280,0.017284634080781524,1.0,1.0,,,,,,,,,
571,1400780,2284,0.015014305454552299,1.0,1.0,,,,,,,,,
572,1404048,2288,0.007767842010356663,1.0,1.0,,,,,,,,,
573,1404916,2292,0.027767645824816098,1.0,1.0,,,,,,,,,
574,1407032,2296,0.012643766423083999,1.0,1.0,,,,,,,,,
575,1408956,2300,0.00893608797711124,1.0,1.0,,,,,,,,,
576,1410656,2304,0.008171471175017205,1.0,1.0,,,,,,,,,
577,1413636,2308,0.008246195369817072,1.0,1.0,0.017339710644412802,1.0,1.0,,,,,,
578,1415240,2312,0.017477962246812577,1.0,1.0,,,,,,,,,
579,1416908,2316,0.01101853969339762,1.0,1.0,,,,,,,,,
580,1419760,2320,0.010657810011007214,1.0,1.0,,,,,,,,,
581,1424788,2324,0.016871297059118908,1.0,1.0,,,,,,,,,
582,1427672,2328,0.012063299118633825,1.0,1.0,,,,,,,,,
583,1428604,2332,0.014840023674264773,1.0,1.0,,,,,,,,,
584,1431584,2336,0.012920677946797668,1.0,1.0,,,,,,,,,
585,1433668,2340,0.012143905926955112,1.0,1.0,0.016550066675534266,1.0,1.0,,,,,,
586,1435080,2344,0.011235281389511659,1.0,1.0,,,,,,,,,
587,1435916,2348,0.027287771638742304,1.0,1.0,,,,,,,,,
588,1437072,2352,0.015431046609900329,1.0,1.0,,,,,,,,,
589,1438228,2356,0.014850690971628179,1.0,1.0,,,,,,,,,
590,1439864,2360,0.008415948189184405,1.0,1.0,,,,,,,,,
591,1442748,2364,0.012263509833799377,0.75,0.75,,,,,,,,,
592,1443776,2368,0.01727389668898937,1.0,1.0,,,,,,,,,
593,1444964,2372,0.013647532354609792,1.0,1.0,0.008123081595459844,1.0,1.0,,,,,,
594,1446696,2376,0.008028460010681323,1.0,1.0,,,,,,,,,
595,1449100,2380,0.016145502148125594,1.0,1.0,,,,1.0,1.0,1.0,0.9999999999999999,1.0,1.0
596,1455088,2384,0.012688997417887714,1.0,1.0,,,,,,,,,
597,1455988,2388,0.01416401531715474,1.0,1.0,,,,,,,,,
598,1456696,2392,0.014777482357291828,1.0,1.0,,,,,,,,,
599,1458556,2396,0.011411011059446825,1.0,1.0,,,,,,,,,
600,1459744,2400,0.01329377695732617,1.0,1.0,,,,,,,,,
601,1464548,2404,0.013146414239874078,1.0,1.0,0.009584787031621965,1.0,1.0,,,,,,
602,1468264,2408,0.0094950655532149,1.0,1.0,,,,,,,,,
603,1469324,2412,0.01575588232491427,1.0,1.0,,,,,,,,,
604,1477360,2416,0.014421994461202315,1.0,1.0,,,,,,,,,
605,1479092,2420,0.009001343939563342,1.0,1.0,,,,,,,,,
606,1480088,2424,0.013520345185640156,1.0,1.0,,,,,,,,,
607,1480924,2428,0.021240995063027783,1.0,1.0,,,,,,,,,
608,1483328,2432,0.010507342706767219,1.0,1.0,,,,,,,,,
609,1484932,2436,0.0177319471226644,1.0,1.0,0.009432463807018322,1.0,1.0,,,,,,
610,1490696,2440,0.008440872490170245,1.0,1.0,,,,,,,,,
611,1497068,2444,0.019458969284320515,1.0,1.0,,,,,,,,,
612,1498608,2448,0.013071102838067089,1.0,1.0,,,,,,,,,
613,1503636,2452,0.010477453865840935,1.0,1.0,,,,,,,,,
614,1504280,2456,0.025594400736943003,1.0,1.0,,,,,,,,,
615,1505308,2460,0.013373997776924966,1.0,1.0,,,,,,,,,
616,1507136,2464,0.011042402118968089,1.0,1.0,,,,,,,,,
617,1509348,2468,0.017691216104039766,1.0,1.0,0.018507459255734614,1.0,1.0,,,,,,
618,1510632,2472,0.009321511393078878,1.0,1.0,,,,,,,,,
619,1513388,2476,0.014379526038263967,1.0,1.0,,,,,,,,,
620,1514672,2480,0.011166108354948108,1.0,1.0,,,,,,,,,
621,1515060,2484,0.02446940420816418,1.0,1.0,,,,,,,,,
622,1516856,2488,0.018188317028764965,1.0,1.0,,,,,,,,,
623,1518364,2492,0.015798101716779304,1.0,1.0,,,,,,,,,
624,1520480,2496,0.012395983557850293,1.0,1.0,,,,,,,,,
625,1526436,2500,0.0055400295354787335,1.0,1.0,0.016024725567596015,1.0,1.0,,,,,,
626,1528328,2504,0.009516613627918771,1.0,1.0,,,,,,,,,
627,1530252,2508,0.0167723279020584,1.0,1.0,,,,,,,,,
628,1532880,2512,0.01352993333789783,1.0,1.0,,,,,,,,,
629,1534644,2516,0.010275547899480294,1.0,1.0,,,,,,,,,
630,1536184,2520,0.009970339418729506,1.0,1.0,,,,,,,,,
631,1537276,2524,0.012851060295371324,1.0,1.0,,,,,,,,,
632,1538432,2528,0.010020116175756882,1.0,1.0,,,,,,,,,
633,1542052,2532,0.016216942672816544,1.0,1.0,0.014426967090666178,1.0,1.0,,,,,,
634,1542984,2536,0.011433667826796402,1.0,1.0,,,,,,,,,
635,1545164,2540,0.012990057488529036,1.0,1.0,,,,,,,,,
636,1550384,2544,0.01392703052893066,1.0,1.0,,,,,,,,,
637,1551572,2548,0.013969520756701022,1.0,1.0,,,,,,,,,
638,1557208,2552,0.007511029172310526,1.0,1.0,,,,,,,,,
639,1557724,2556,0.015428754119541848,1.0,1.0,,,,,,,,,
640,1560224,2560,0.008906774688031737,1.0,1.0,,,,,,,,,
641,1564420,2564,0.009591466452705824,1.0,1.0,0.01900800588662037,1.0,1.0,,,,,,
642,1570408,2568,0.009820883226196491,0.75,0.75,,,,,,,,,
643,1571532,2572,0.011843263527862354,1.0,1.0,,,,,,,,,
644,1573136,2576,0.017158739911311404,1.0,1.0,,,,,,,,,
645,1575604,2580,0.013401923928536619,1.0,1.0,,,,,,,,,
646,1580504,2584,0.012577032295669902,1.0,1.0,,,,,,,,,
647,1585468,2588,0.008978910310193771,1.0,1.0,,,,,,,,,
648,1588704,2592,0.010062375515318623,1.0,1.0,,,,,,,,,
649,1592068,2596,0.011401796396416492,1.0,1.0,0.015057400890060088,1.0,1.0,,,,,,
650,1593896,2600,0.007008739135796248,1.0,1.0,,,,,,,,,
651,1595596,2604,0.014166353584009595,1.0,1.0,,,,,,,,,
652,1597648,2608,0.013872835774483325,1.0,1.0,,,,,,,,,
653,1598836,2612,0.010714362661470302,1.0,1.0,,,,,,,,,
654,1606680,2616,0.009798458180249346,1.0,1.0,,,,,,,,,
655,1607516,2620,0.02142423474388422,1.0,1.0,,,,,,,,,
656,1608320,2624,0.019213259737537017,1.0,1.0,,,,,,,,,
657,1611076,2628,0.00937629089713233,1.0,1.0,0.02229109799005691,1.0,1.0,,,,,,
658,1613640,2632,0.012269339747347723,1.0,1.0,,,,,,,,,
659,1615692,2636,0.011318408773058487,1.0,1.0,,,,,,,,,
660,1617360,2640,0.007236802496906368,1.0,1.0,,,,,,,,,
661,1619540,2644,0.016722234023952492,1.0,1.0,,,,,,,,,
662,1621720,2648,0.01061361393975989,1.0,1.0,,,,,,,,,
663,1626300,2652,0.011525366266548404,1.0,1.0,,,,,,,,,
664,1628864,2656,0.01070495174476406,1.0,1.0,,,,,,,,,
665,1630532,2660,0.011881877947754258,1.0,1.0,0.021102350463208838,1.0,1.0,,,,,,
666,1631208,2664,0.03317843997437124,1.0,1.0,,,,,,,,,
667,1631852,2668,0.025278560736975007,1.0,1.0,,,,,,,,,
668,1632752,2672,0.021686049187199664,1.0,1.0,,,,,,,,,
669,1633588,2676,0.02213624116531411,1.0,1.0,,,,,,,,,
670,1634904,2680,0.016569173470414686,1.0,1.0,,,,,,,,,
671,1635996,2684,0.011799913058324342,1.0,1.0,,,,,,,,,
672,1637120,2688,0.010490127688123576,1.0,1.0,,,,,,,,,
673,1638724,2692,0.013692646713195634,1.0,1.0,0.009031734775801024,1.0,1.0,,,,,,
674,1643592,2696,0.007194996308411703,1.0,1.0,,,,,,,,,
675,1645068,2700,0.01631858384867092,1.0,1.0,,,,,,,,,
676,1651600,2704,0.008431517742275263,1.0,1.0,,,,,,,,,
677,1653780,2708,0.012576193907602742,1.0,1.0,,,,,,,,,
678,1657624,2712,0.008845331448997048,1.0,1.0,,,,,,,,,
679,1659132,2716,0.012434305028544415,1.0,1.0,,,,,,,,,
680,1662560,2720,0.010365869958121224,1.0,1.0,,,,,,,,,
681,1664708,2724,0.01153879583120557,1.0,1.0,0.0069772837820644105,1.0,1.0,,,,,,
682,1667208,2728,0.021726552189543714,1.0,1.0,,,,,,,,,
683,1669772,2732,0.01154126801106304,1.0,1.0,,,,,,,,,
684,1672592,2736,0.010467627981584411,1.0,1.0,,,,,,,,,
685,1674292,2740,0.010948788909758238,1.0,1.0,,,,,,,,,
686,1675512,2744,0.0166217878741184,1.0,1.0,,,,,,,,,
687,1681276,2748,0.015453263046847908,1.0,1.0,,,,,,,,,
688,1682464,2752,0.01159078303923352,1.0,1.0,,,,,,,,,
689,1684324,2756,0.01685735593935616,1.0,1.0,0.009236222058352393,1.0,1.0,,,,,,
690,1687208,2760,0.010457449740482135,1.0,1.0,,,,,,,,,
691,1688716,2764,0.015353081533896442,1.0,1.0,,,,,,,,,
692,1692304,2768,0.008972619680549706,1.0,1.0,,,,,,,,,
693,1694228,2772,0.015611989602331974,1.0,1.0,,,,,,,,,
694,1698968,2776,0.009473202719137454,1.0,1.0,,,,,,,,,
695,1700700,2780,0.014819245376546174,1.0,1.0,,,,,,,,,
696,1701728,2784,0.019887635731075087,1.0,1.0,,,,,,,,,
697,1703140,2788,0.012423412276002927,1.0,1.0,0.017191218190570703,1.0,1.0,,,,,,
698,1704296,2792,0.026240311097955566,1.0,1.0,,,,,,,,,
699,1705228,2796,0.02725551079347881,1.0,1.0,,,,,,,,,
700,1708304,2800,0.009497795029891698,1.0,1.0,,,,,,,,,
701,1711284,2804,0.008848696506077723,1.0,1.0,,,,,,,,,
702,1713144,2808,0.016205195637155913,1.0,1.0,,,,,,,,,
703,1717308,2812,0.014613992048173458,1.0,1.0,,,,,,,,,
704,1719264,2816,0.020927953045218474,1.0,1.0,,,,,,,,,
705,1723076,2820,0.0050858770147925855,1.0,1.0,0.018739761705750712,1.0,1.0,,,,,,
706,1725160,2824,0.01003839960931318,1.0,1.0,,,,,,,,,
707,1726316,2828,0.014413468182398297,1.0,1.0,,,,,,,,,
708,1726832,2832,0.014131033261425579,1.0,1.0,,,,,,,,,
709,1730068,2836,0.01680810048892119,1.0,1.0,,,,,,,,,
710,1730616,2840,0.009682175130666536,1.0,1.0,,,,,,,,,
711,1731772,2844,0.011646308620355292,1.0,1.0,,,,,,,,,
712,1732992,2848,0.02867633067031484,1.0,1.0,,,,,,,,,
713,1734372,2852,0.012972424343903204,1.0,1.0,0.010425664903605105,1.0,1.0,,,,,,
714,1736360,2856,0.01889778768822148,1.0,1.0,,,,,,,,,
715,1738476,2860,0.015589015405462694,1.0,1.0,,,,,,,,,
716,1741648,2864,0.009806810802764594,1.0,1.0,,,,,,,,,
717,1742292,2868,0.02122149682457123,1.0,1.0,,,,,,,,,
718,1747128,2872,0.008122487838694237,1.0,1.0,,,,,,,,,
719,1749660,2876,0.017832496761492747,1.0,1.0,,,,,,,,,
720,1751776,2880,0.008967774124556026,1.0,1.0,,,,,,,,,
721,1756036,2884,0.01819047767185226,1.0,1.0,0.014760216693322873,1.0,1.0,,,,,,
722,1759944,2888,0.015907240269766858,1.0,1.0,,,,,,,,,
723,1761420,2892,0.007961464282764943,1.0,1.0,,,,,,,,,
724,1764080,2896,0.015691789634610723,1.0,1.0,,,,,,,,,
725,1766676,2900,0.014606825023208703,1.0,1.0,,,,,,,,,
726,1766968,2904,0.011440622457799983,1.0,1.0,,,,,,,,,
727,1771068,2908,0.009561806373247021,1.0,1.0,,,,,,,,,
728,1773920,2912,0.01321309034932175,0.75,0.75,,,,,,,,,
729,1776068,2916,0.008822411377683368,1.0,1.0,0.01006928834850515,1.0,1.0,,,,,,
730,1776488,2920,0.020498390795159523,1.0,1.0,,,,,,,,,
731,1779852,2924,0.009593356641843112,0.75,0.75,,,,,,,,,
732,1786000,2928,0.009821342078199529,1.0,1.0,,,,,,,,,
733,1787796,2932,0.015445205300151603,1.0,1.0,,,,,,,,,
734,1789688,2936,0.009413658343525895,1.0,1.0,,,,,,,,,
735,1790332,2940,0.02344844890342864,1.0,1.0,,,,,,,,,
736,1793056,2944,0.009067398376513457,1.0,1.0,,,,,,,,,
737,1795716,2948,0.010570027075222916,1.0,1.0,0.017710534283056068,1.0,1.0,,,,,,
738,1798696,2952,0.006866077631285892,1.0,1.0,,,,,,,,,
739,1799500,2956,0.021261975514486768,1.0,1.0,,,,,,,,,
740,1803312,2960,0.011480153267676131,1.0,1.0,,,,,,,,,
741,1806324,2964,0.011230272191815336,1.0,1.0,,,,,,,,,
742,1812184,2968,0.015946475911660284,1.0,1.0,,,,,,,,,
743,1813372,2972,0.01074174136023771,1.0,1.0,,,,,,,,,
744,1820736,2976,0.016592824972102946,1.0,1.0,,,,,,,,,
745,1822724,2980,0.023076688414564762,1.0,1.0,0.024039989726400257,1.0,1.0,,,,,,
746,1824136,2984,0.014099701115543905,1.0,1.0,,,,,,,,,
747,1824524,2988,0.019671505586683177,1.0,1.0,,,,,,,,,
748,1831152,2992,0.012804046426789695,1.0,1.0,,,,,,,,,
749,1834772,2996,0.01462864282636388,1.0,1.0,,,,,,,,,
750,1836312,3000,0.011997481866875529,1.0,1.0,,,,,,,,,
751,1837308,3004,0.018618074850832174,1.0,1.0,,,,,,,,,
752,1839808,3008,0.008321851166634557,1.0,1.0,,,,,,,,,
753,1843236,3012,0.007977619199606698,1.0,1.0,0.0066069823644825925,1.0,1.0,,,,,,
754,1844104,3016,0.02109533072298417,1.0,1.0,,,,,,,,,
755,1844588,3020,0.01586903882695246,1.0,1.0,,,,,,,,,
756,1849232,3024,0.013632602581810174,0.75,0.75,,,,,,,,,
757,1852148,3028,0.009043836466997532,1.0,1.0,,,,,,,,,
758,1854456,3032,0.010370889077973813,1.0,1.0,,,,,,,,,
759,1858876,3036,0.0057700274245515906,1.0,1.0,,,,,,,,,
760,1863488,3040,0.017232778474259587,0.75,0.75,,,,,,,,,
761,1871588,3044,0.009295561040677334,1.0,1.0,0.013469037340131523,1.0,1.0,,,,,,
762,1873384,3048,0.01288382786446608,1.0,1.0,,,,,,,,,
763,1875052,3052,0.010335741825716477,1.0,1.0,,,,,,,,,
764,1878128,3056,0.012940104167409523,1.0,1.0,,,,,,,,,
765,1879284,3060,0.018256666232546945,1.0,1.0,,,,,,,,,
766,1881528,3064,0.012426212495606083,1.0,1.0,,,,,,,,,
767,1883452,3068,0.014226611084604527,1.0,1.0,,,,,,,,,
768,1884928,3072,0.016006049188418928,1.0,1.0,,,,,,,,,
769,1886052,3076,0.013517273470750537,1.0,1.0,0.013297736926275434,1.0,1.0,,,,,,
