step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/precision,classification/recall,classification/auroc,classification/auprc,classification/f1.0
396,93476,396,0.027427025436906255,1.0,1.0,,,,,,,,,
397,93685,397,0.027268807645014024,1.0,1.0,,,,,,,,,
398,93814,398,0.02692930511140105,1.0,1.0,,,,,,,,,
399,94023,399,0.024104180928752963,1.0,1.0,,,,,,,,,
400,94080,400,0.014114181432631604,1.0,1.0,,,,,,,,,
401,94233,401,0.025013291833068396,1.0,1.0,0.032656456271553,1.0,1.0,,,,,,
402,94354,402,0.026694064092145708,1.0,1.0,,,,,,,,,
403,94531,403,0.020646457267112884,1.0,1.0,,,,,,,,,
404,94612,404,0.03548367999275888,1.0,1.0,,,,,,,,,
405,94653,405,0.024452415203151764,1.0,1.0,,,,,,,,,
406,95078,406,0.030000658959817777,1.0,1.0,,,,,,,,,
407,95631,407,0.02116731726114165,1.0,1.0,,,,,,,,,
408,95896,408,0.01953642993389498,1.0,1.0,,,,,,,,,
409,95945,409,0.015128684976054196,1.0,1.0,0.02881481273159734,1.0,1.0,,,,,,
410,95986,410,0.026690547942551348,1.0,1.0,,,,,,,,,
411,96035,411,0.032879905582097614,1.0,1.0,,,,,,,,,
412,96828,412,0.025250215945625043,1.0,1.0,,,,,,,,,
413,96869,413,0.03410912700268091,1.0,1.0,,,,,,,,,
414,97382,414,0.023063169058621612,1.0,1.0,,,,,,,,,
415,97727,415,0.02961424182595968,1.0,1.0,,,,,,,,,
416,98080,416,0.028387748717271444,1.0,1.0,,,,,,,,,
417,98145,417,0.01295160707685909,1.0,1.0,0.034002461690208555,1.0,1.0,,,,,,
418,98298,418,0.03230700483949046,1.0,1.0,,,,,,,,,
419,98499,419,0.030568094728305732,1.0,1.0,,,,,,,,,
420,99028,420,0.024244125582329336,1.0,1.0,,,,,,,,,
421,99149,421,0.022766253443344493,1.0,1.0,,,,,,,,,
422,99238,422,0.028462626674933166,1.0,1.0,,,,,,,,,
423,99319,423,0.020452795381367652,1.0,1.0,,,,,,,,,
424,99936,424,0.03179437097428857,1.0,1.0,,,,,,,,,
425,100177,425,0.02839532542968027,1.0,1.0,0.06075638130321749,0.0,0.0,,,,,,
426,100810,426,0.0279655072594168,1.0,1.0,,,,,,,,,
427,100963,427,0.03501840471345627,1.0,1.0,,,,,,,,,
428,101084,428,0.024352692415840767,1.0,1.0,,,,,,,,,
429,101165,429,0.029298271329682848,1.0,1.0,,,,,,,,,
430,101390,430,0.028843899060939295,1.0,1.0,,,,,,,,,
431,101791,431,0.03326508173595312,1.0,1.0,,,,,,,,,
432,101824,432,0.010698199104663218,1.0,1.0,,,,,,,,,
433,102145,433,0.026412529748262845,1.0,1.0,0.03253471554250169,1.0,1.0,,,,,,
434,102434,434,0.021811921434831575,1.0,1.0,,,,,,,,,
435,102515,435,0.028108257227424473,1.0,1.0,,,,,,,,,
436,102692,436,0.028791000441798054,1.0,1.0,,,,,,,,,
437,102813,437,0.02399380794155271,1.0,1.0,,,,,,,,,
438,102862,438,0.013843325038818268,1.0,1.0,,,,,,,,,
439,103103,439,0.0232017051896208,1.0,1.0,,,,,,,,,
440,103208,440,0.026934423229982858,1.0,1.0,,,,,,,,,
441,103425,441,0.019319193547830973,1.0,1.0,0.02641900088924596,1.0,1.0,,,,,,
442,103770,442,0.02726389552820053,1.0,1.0,,,,,,,,,
443,103819,443,0.02527941938371972,1.0,1.0,,,,,,,,,
444,104036,444,0.035760899580642484,1.0,1.0,,,,,,,,,
445,104141,445,0.01653652248166579,1.0,1.0,,,,,,,,,
446,104302,446,0.02141560293896663,1.0,1.0,,,,,,,,,
447,104383,447,0.020696168648366892,1.0,1.0,,,,,,,,,
448,104608,448,0.022522580157331697,1.0,1.0,,,,,,,,,
449,104769,449,0.024078721726690223,1.0,1.0,0.02959793937187654,1.0,1.0,,,,,,
450,104834,450,0.018797645271782813,1.0,1.0,,,,,,,,,
451,105107,451,0.018285550161862618,1.0,1.0,,,,,,,,,
452,105228,452,0.018463065619289336,1.0,1.0,,,,,,,,,
453,105277,453,0.016152907940577277,1.0,1.0,,,,,,,,,
454,105342,454,0.0238247911180099,1.0,1.0,,,,,,,,,
455,105495,455,0.021487959373192717,1.0,1.0,,,,,,,,,
456,105688,456,0.03244221572986135,1.0,1.0,,,,,,,,,
457,105977,457,0.02057521460817295,1.0,1.0,0.018240077173749772,1.0,1.0,,,,,,
458,106314,458,0.02025269082928806,1.0,1.0,,,,,,,,,
459,106363,459,0.0219304346909333,1.0,1.0,,,,,,,,,
460,107572,460,0.017116742206422755,1.0,1.0,,,,,,,,,
461,107629,461,0.014143822389115874,1.0,1.0,,,,,,,,,
462,107894,462,0.01685136391230854,1.0,1.0,,,,,,,,,
463,108327,463,0.033773248770209006,1.0,1.0,,,,,,,,,
464,108400,464,0.02144544237258641,1.0,1.0,,,,,,,,,
465,108689,465,0.02860306787757104,1.0,1.0,0.026537719405306838,1.0,1.0,,,,,,
466,108898,466,0.028087411707860017,1.0,1.0,,,,,,,,,
467,109035,467,0.01841907206586845,1.0,1.0,,,,,,,,,
468,109652,468,0.02753407281219682,1.0,1.0,,,,,,,,,
469,110005,469,0.022689409373200638,1.0,1.0,,,,,,,,,
470,110134,470,0.0192365978557379,1.0,1.0,,,,,,,,,
471,110255,471,0.0181904805745941,1.0,1.0,,,,,,,,,
472,110368,472,0.031578621557323786,1.0,1.0,,,,,,,,,
473,110769,473,0.023983628293549462,1.0,1.0,0.02986929792928025,1.0,1.0,,,,,,
474,110826,474,0.02640342563579127,1.0,1.0,,,,,,,,,
475,110915,475,0.02606427099160887,1.0,1.0,,,,,,,,,
476,111028,476,0.017940212138154752,1.0,1.0,,,,,,,,,
477,111573,477,0.029680911853964407,1.0,1.0,,,,,,,,,
478,111702,478,0.02490389919345489,1.0,1.0,,,,,,,,,
479,111887,479,0.036598455073608024,1.0,1.0,,,,,,,,,
480,112032,480,0.03669135844570317,1.0,1.0,,,,,,,,,
481,112145,481,0.025862160212297695,1.0,1.0,0.0297303918027319,1.0,1.0,,,,,,
482,112498,482,0.022945806013090084,1.0,1.0,,,,,,,,,
483,113051,483,0.029332560125929427,1.0,1.0,,,,,,,,,
484,114924,484,0.01953052415580269,1.0,1.0,,,,,,,,,
485,115013,485,0.023976280819047548,1.0,1.0,,,,,,,,,
486,115142,486,0.02490358481059843,1.0,1.0,,,,,,,,,
487,115183,487,0.018885348985226303,1.0,1.0,,,,,,,,,
488,115328,488,0.023187132551810867,1.0,1.0,,,,,,,,,
489,115529,489,0.0266610188455983,1.0,1.0,0.031820426174853624,1.0,1.0,,,,,,
490,115602,490,0.024002333387914708,1.0,1.0,,,,,,,,,
491,115723,491,0.030227898043912318,1.0,1.0,,,,,,,,,
492,115916,492,0.032287386649209486,1.0,1.0,,,,,,,,,
493,116045,493,0.02848765883252696,1.0,1.0,,,,,,,,,
494,116286,494,0.024589307751601158,1.0,1.0,,,,,,,,,
495,116655,495,0.021395519528740727,1.0,1.0,,,,,,,,,
496,116720,496,0.010407382524444984,1.0,1.0,,,,,,,,,
497,116785,497,0.01920299618664103,1.0,1.0,0.010026650915060602,1.0,1.0,,,,,,
498,116994,498,0.025725426415954718,1.0,1.0,,,,,,,,,
499,117147,499,0.029810546075337025,1.0,1.0,,,,,,,,,
500,117204,500,0.02012801355821596,1.0,1.0,,,,,,,,,
501,117389,501,0.02519271843107123,1.0,1.0,,,,,,,,,
502,117782,502,0.023687294594913005,1.0,1.0,,,,,,,,,
503,117895,503,0.02682602169340108,1.0,1.0,,,,,,,,,
504,117992,504,0.014568023061478166,1.0,1.0,,,,,,,,,
505,118641,505,0.01829227349257637,1.0,1.0,0.030341445278863222,1.0,1.0,,,,,,
506,119242,506,0.017979573321907052,1.0,1.0,,,,,,,,,
507,120107,507,0.021462555339219515,1.0,1.0,,,,,,,,,
508,120148,508,0.01282455311834474,1.0,1.0,,,,,,,,,
509,120373,509,0.019733144653737003,1.0,1.0,,,,,,,,,
510,120726,510,0.022080171999228203,1.0,1.0,,,,,,,,,
511,120823,511,0.02614867600765668,1.0,1.0,,,,,,,,,
512,120920,512,0.02694840310457342,1.0,1.0,,,,,,,,,
513,122089,513,0.027306683717031724,1.0,1.0,0.03785896858101235,1.0,1.0,,,,,,
514,122122,514,0.01491297872190444,1.0,1.0,,,,,,,,,
515,122195,515,0.03201006802880278,1.0,1.0,,,,,,,,,
516,122220,516,0.023212206086839916,1.0,1.0,,,,,,,,,
517,122853,517,0.020052942781945964,1.0,1.0,,,,,,,,,
518,124046,518,0.013883017729127563,1.0,1.0,,,,,,,,,
519,124503,519,0.0360529100459647,1.0,1.0,,,,,,,,,
520,124760,520,0.020042262762179634,1.0,1.0,,,,,,,,,
521,124777,521,0.013380115075415235,1.0,1.0,0.04584825126331604,1.0,1.0,,,,,,
522,125074,522,0.024684528642020958,1.0,1.0,,,,,,,,,
523,125147,523,0.02096553229414793,1.0,1.0,,,,,,,,,
524,125204,524,0.018601327603990803,1.0,1.0,,,,,,,,,
525,125605,525,0.01871130454367458,1.0,1.0,,,,,,,,,
526,125750,526,0.03168456141860765,1.0,1.0,,,,,,,,,
527,126487,527,0.019037745092782197,1.0,1.0,,,,,,,,,
528,126968,528,0.022241321323553543,1.0,1.0,,,,,,,,,
529,127113,529,0.03016641808498156,1.0,1.0,0.03264749999333176,1.0,1.0,,,,,,
530,127250,530,0.027261103358544144,1.0,1.0,,,,,,,,,
531,127411,531,0.031056633613519125,1.0,1.0,,,,,,,,,
532,127548,532,0.016837665875848548,1.0,1.0,,,,,,,,,
533,127581,533,0.011927021892580568,1.0,1.0,,,,,,,,,
534,127718,534,0.03735114059653717,1.0,1.0,,,,,,,,,
535,127879,535,0.030868312084984608,1.0,1.0,,,,,,,,,
536,128152,536,0.017876557053354565,1.0,1.0,,,,,,,,,
537,128393,537,0.019057325805570142,1.0,1.0,0.03555707046755389,1.0,1.0,,,,,,
538,128498,538,0.030955803914979558,1.0,1.0,,,,,,,,,
539,128963,539,0.028705548067896377,1.0,1.0,,,,,,,,,
540,129348,540,0.023988822731618974,1.0,1.0,,,,,,,,,
541,129445,541,0.020885556092107058,1.0,1.0,,,,,,,,,
542,129950,542,0.03274043894975825,1.0,1.0,,,,,,,,,
543,130143,543,0.021275089990798125,1.0,1.0,,,,,,,,,
544,130536,544,0.022724122346974632,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0
545,130593,545,0.015505377196066416,1.0,1.0,0.025620917243092078,1.0,1.0,,,,,,
546,130930,546,0.025781623835732067,1.0,1.0,,,,,,,,,
547,131203,547,0.029984796842716814,1.0,1.0,,,,,,,,,
548,131452,548,0.023648506832386992,1.0,1.0,,,,,,,,,
549,131597,549,0.030161064462930775,1.0,1.0,,,,,,,,,
550,131622,550,0.006743215200814726,1.0,1.0,,,,,,,,,
551,131847,551,0.02050492425056112,1.0,1.0,,,,,,,,,
552,131968,552,0.02754199090405321,1.0,1.0,,,,,,,,,
553,132025,553,0.020781579579406753,1.0,1.0,0.032898002953773875,1.0,1.0,,,,,,
554,132058,554,0.009193261517207247,1.0,1.0,,,,,,,,,
555,132347,555,0.020147311585204886,1.0,1.0,,,,,,,,,
556,132404,556,0.00913010848088496,1.0,1.0,,,,,,,,,
557,133597,557,0.013488598705777923,1.0,1.0,,,,,,,,,
558,133766,558,0.020790813218017797,1.0,1.0,,,,,,,,,
559,134247,559,0.02161200961931998,1.0,1.0,,,,,,,,,
560,134288,560,0.01833952173161197,1.0,1.0,,,,,,,,,
561,134353,561,0.015377260908076094,1.0,1.0,0.03562746471188247,1.0,1.0,,,,,,
562,134546,562,0.03091777734094895,1.0,1.0,,,,,,,,,
563,134803,563,0.01902587983421583,1.0,1.0,,,,,,,,,
564,135012,564,0.02162151102023822,1.0,1.0,,,,,,,,,
565,135565,565,0.02839916082480036,1.0,1.0,,,,,,,,,
566,135670,566,0.011364626878379427,1.0,1.0,,,,,,,,,
567,136247,567,0.026966435387897336,1.0,1.0,,,,,,,,,
568,136408,568,0.019255961584814147,1.0,1.0,,,,,,,,,
569,136465,569,0.01975324097254478,1.0,1.0,0.034359212389485944,1.0,1.0,,,,,,
570,136578,570,0.015568039317837637,1.0,1.0,,,,,,,,,
571,136723,571,0.02814348732823873,1.0,1.0,,,,,,,,,
572,136764,572,0.016443789382621615,1.0,1.0,,,,,,,,,
573,136973,573,0.02433022235324092,1.0,1.0,,,,,,,,,
574,137438,574,0.028180104208097616,1.0,1.0,,,,,,,,,
575,137511,575,0.02062883976944931,1.0,1.0,,,,,,,,,
576,137808,576,0.023770878779763662,1.0,1.0,,,,,,,,,
577,137993,577,0.03426136531162426,1.0,1.0,0.022225977585998903,1.0,1.0,,,,,,
578,138290,578,0.02382860176188105,1.0,1.0,,,,,,,,,
579,138419,579,0.022698643080549346,1.0,1.0,,,,,,,,,
580,138964,580,0.02845732356714908,1.0,1.0,,,,,,,,,
581,139165,581,0.02405278752771337,1.0,1.0,,,,,,,,,
582,139294,582,0.025717480157837966,1.0,1.0,,,,,,,,,
583,139415,583,0.015183763750671157,1.0,1.0,,,,,,,,,
584,139504,584,0.020262742621444806,1.0,1.0,,,,,,,,,
585,139665,585,0.021872863641107645,1.0,1.0,0.03345443523530169,1.0,1.0,,,,,,
586,140282,586,0.031174607348776508,1.0,1.0,,,,,,,,,
587,140403,587,0.015463416682110771,1.0,1.0,,,,,,,,,
588,141580,588,0.024777291698311804,1.0,1.0,,,,,,,,,
589,141605,589,0.016933203438957205,1.0,1.0,,,,,,,,,
590,141878,590,0.016544619441070905,1.0,1.0,,,,,,,,,
591,142031,591,0.02937408193095507,1.0,1.0,,,,,,,,,
592,142144,592,0.028564551556857592,1.0,1.0,,,,,,,,,
593,142289,593,0.03305055679591533,1.0,1.0,0.03538886841446186,1.0,1.0,,,,,,
594,142386,594,0.010920112900851868,1.0,1.0,,,,,,,,,
595,142899,595,0.02225251918387855,1.0,1.0,,,,,,,,,
596,142956,596,0.015406808057513054,1.0,1.0,,,,,,,,,
597,143101,597,0.020966025944789333,1.0,1.0,,,,,,,,,
598,143278,598,0.025994334448613786,1.0,1.0,,,,,,,,,
599,143423,599,0.021925457474561018,1.0,1.0,,,,,,,,,
600,143456,600,0.005418000334047974,1.0,1.0,,,,,,,,,
601,143801,601,0.02515204731931362,1.0,1.0,0.037881240787542084,1.0,1.0,,,,,,
602,143850,602,0.025828889573006865,1.0,1.0,,,,,,,,,
603,143955,603,0.028087044238838225,1.0,1.0,,,,,,,,,
604,144052,604,0.00975635790786138,1.0,1.0,,,,,,,,,
605,144101,605,0.010469242795625937,1.0,1.0,,,,,,,,,
606,144142,606,0.015282284479219017,1.0,1.0,,,,,,,,,
607,144495,607,0.021979829494473507,1.0,1.0,,,,,,,,,
608,145288,608,0.024283258137673864,1.0,1.0,,,,,,,,,
609,145721,609,0.032450122220429034,1.0,1.0,0.03214740857298542,1.0,1.0,,,,,,
610,145994,610,0.017133680567796867,1.0,1.0,,,,,,,,,
611,146627,611,0.02626327721268696,1.0,1.0,,,,,,,,,
612,146748,612,0.016760956307828263,1.0,1.0,,,,,,,,,
613,146789,613,0.013322062976310917,1.0,1.0,,,,,,,,,
614,146870,614,0.02405844969340251,1.0,1.0,,,,,,,,,
615,147095,615,0.026884500143733017,1.0,1.0,,,,,,,,,
616,147464,616,0.020216054155427834,1.0,1.0,,,,,,,,,
617,147585,617,0.022286006202472286,1.0,1.0,0.010162865273588978,1.0,1.0,,,,,,
618,147618,618,0.007182047179531992,1.0,1.0,,,,,,,,,
619,147683,619,0.008078108880872036,1.0,1.0,,,,,,,,,
620,147860,620,0.019203254708657122,1.0,1.0,,,,,,,,,
621,147997,621,0.025201904393240295,1.0,1.0,,,,,,,,,
622,148198,622,0.02790651648595158,1.0,1.0,,,,,,,,,
623,148239,623,0.022267129473362735,1.0,1.0,,,,,,,,,
624,148840,624,0.017401000405670514,1.0,1.0,,,,,,,,,
625,148913,625,0.016708350976322842,1.0,1.0,0.0332161233826894,1.0,1.0,,,,,,
626,149106,626,0.02032639071688512,1.0,1.0,,,,,,,,,
627,149843,627,0.018633506251586843,1.0,1.0,,,,,,,,,
628,149988,628,0.028781595274632407,1.0,1.0,,,,,,,,,
629,150213,629,0.018476028127803537,1.0,1.0,,,,,,,,,
630,150598,630,0.02366085443221514,1.0,1.0,,,,,,,,,
631,151247,631,0.01769122449962828,1.0,1.0,,,,,,,,,
632,151400,632,0.01883341353849956,1.0,1.0,,,,,,,,,
633,151521,633,0.018403806445387697,1.0,1.0,0.022621519985382445,1.0,1.0,,,,,,
634,151562,634,0.005956416036373412,1.0,1.0,,,,,,,,,
635,151675,635,0.024553972006012826,1.0,1.0,,,,,,,,,
636,151764,636,0.02959888180365314,1.0,1.0,,,,,,,,,
637,152117,637,0.02708529796972905,1.0,1.0,,,,,,,,,
638,152358,638,0.018196507245995842,1.0,1.0,,,,,,,,,
639,152463,639,0.023715804404074475,1.0,1.0,,,,,,,,,
640,152752,640,0.027196771879919954,1.0,1.0,,,,,,,,,
641,152969,641,0.03449889738673374,1.0,1.0,0.02305285311220554,1.0,1.0,,,,,,
642,153090,642,0.020906978026658182,1.0,1.0,,,,,,,,,
643,153435,643,0.0283881131507877,1.0,1.0,,,,,,,,,
644,154300,644,0.02092457326167246,1.0,1.0,,,,,,,,,
645,154701,645,0.032212298398070924,1.0,1.0,,,,,,,,,
646,155054,646,0.021084697047634066,1.0,1.0,,,,,,,,,
647,156927,647,0.01933611340252789,1.0,1.0,,,,,,,,,
648,157328,648,0.017963253908290337,1.0,1.0,,,,,,,,,
649,157393,649,0.019532628304178845,1.0,1.0,0.03318450297288809,1.0,1.0,,,,,,
650,157522,650,0.016498151395105083,1.0,1.0,,,,,,,,,
651,157619,651,0.018979398651747487,1.0,1.0,,,,,,,,,
652,157804,652,0.020493155519265123,1.0,1.0,,,,,,,,,
653,157853,653,0.015337495019468102,1.0,1.0,,,,,,,,,
654,157958,654,0.02118798308881651,1.0,1.0,,,,,,,,,
655,158071,655,0.023048565482026138,1.0,1.0,,,,,,,,,
656,158472,656,0.029181749092551765,1.0,1.0,,,,,,,,,
657,158713,657,0.021827300997574867,1.0,1.0,0.02717664269038211,1.0,1.0,,,,,,
658,158794,658,0.023267865499063192,1.0,1.0,,,,,,,,,
659,160003,659,0.016481727750894383,1.0,1.0,,,,,,,,,
660,160092,660,0.021796019318710686,1.0,1.0,,,,,,,,,
661,160725,661,0.02674508610185351,1.0,1.0,,,,,,,,,
662,161062,662,0.018854746144856313,1.0,1.0,,,,,,,,,
663,161135,663,0.027310646585322805,1.0,1.0,,,,,,,,,
664,161208,664,0.023218817213458146,1.0,1.0,,,,,,,,,
665,161609,665,0.022764900830949227,1.0,1.0,0.028887672749064394,1.0,1.0,,,,,,
666,161666,666,0.0105069550456184,1.0,1.0,,,,,,,,,
667,161931,667,0.017378799714934882,1.0,1.0,,,,,,,,,
668,163100,668,0.027099145795449007,1.0,1.0,,,,,,,,,
669,163525,669,0.029131720055834108,1.0,1.0,,,,,,,,,
670,163574,670,0.014900063188802808,1.0,1.0,,,,,,,,,
671,163927,671,0.020966047451486045,1.0,1.0,,,,,,,,,
672,163984,672,0.007625149114022471,1.0,1.0,,,,,,,,,
673,164601,673,0.027063455126699765,1.0,1.0,0.045144785049992614,1.0,1.0,,,,,,
674,164650,674,0.011022885650925976,1.0,1.0,,,,,,,,,
675,164723,675,0.01467748662131675,1.0,1.0,,,,,,,,,
676,164852,676,0.02148313027636334,1.0,1.0,,,,,,,,,
677,165005,677,0.027814858817886198,1.0,1.0,,,,,,,,,
678,165054,678,0.01711668457731018,1.0,1.0,,,,,,,,,
679,165607,679,0.02014964950249769,1.0,1.0,,,,,,,,,
680,165680,680,0.01773782867230289,1.0,1.0,,,,,,,,,
681,165721,681,0.008807456884718705,1.0,1.0,0.037202089280585826,1.0,1.0,,,,,,
682,165802,682,0.01677378044479656,1.0,1.0,,,,,,,,,
683,166259,683,0.03562841020758992,1.0,1.0,,,,,,,,,
684,166364,684,0.01881683194285415,1.0,1.0,,,,,,,,,
685,166997,685,0.0196920453978606,1.0,1.0,,,,,,,,,
686,167094,686,0.02158725298700536,1.0,1.0,,,,,,,,,
687,167223,687,0.022592846784581015,1.0,1.0,,,,,,,,,
688,167344,688,0.0226846026087569,1.0,1.0,,,,,,,,,
689,167497,689,0.032119786070512225,1.0,1.0,0.03368005343631852,1.0,1.0,,,,,,
690,168026,690,0.023033979549024745,1.0,1.0,,,,,,,,,
691,168187,691,0.029645886705768593,1.0,1.0,,,,,,,,,
692,168692,692,0.032187422692797805,1.0,1.0,,,,,,,,,
693,168709,693,0.007973182432469913,1.0,1.0,,,,,,,,,
694,168798,694,0.024702188758051715,1.0,1.0,,,,,,,,,
695,168847,695,0.010756771311907868,1.0,1.0,,,,,,,,,
696,168984,696,0.015542082188608216,1.0,1.0,,,,,,,,,
697,169353,697,0.027013657137193187,1.0,1.0,0.026765382153481596,1.0,1.0,,,,,,
698,169562,698,0.02634913118733074,1.0,1.0,,,,,,,,,
699,169627,699,0.009546309369084157,1.0,1.0,,,,,,,,,
700,169676,700,0.01378768424017077,1.0,1.0,,,,,,,,,
701,169813,701,0.03536726414947974,1.0,1.0,,,,,,,,,
702,169934,702,0.020432264962658035,1.0,1.0,,,,,,,,,
703,170087,703,0.022768329266267467,1.0,1.0,,,,,,,,,
704,170248,704,0.020781590360222712,1.0,1.0,,,,,,,,,
705,170313,705,0.01458360264201758,1.0,1.0,0.04071814851070193,1.0,1.0,,,,,,
706,170602,706,0.01886706786783539,1.0,1.0,,,,,,,,,
707,170747,707,0.015774838632317923,1.0,1.0,,,,,,,,,
708,170868,708,0.02299943441086604,1.0,1.0,,,,,,,,,
709,170949,709,0.01710021703257598,1.0,1.0,,,,,,,,,
710,171142,710,0.03052577812048772,1.0,1.0,,,,,,,,,
711,171191,711,0.0143730071685574,1.0,1.0,,,,,,,,,
712,171312,712,0.016277805728492238,1.0,1.0,,,,,,,,,
713,171553,713,0.02608796067846379,1.0,1.0,0.03209610361322055,1.0,1.0,,,,,,
714,171714,714,0.028963157978364053,1.0,1.0,,,,,,,,,
715,171811,715,0.023237067112239246,1.0,1.0,,,,,,,,,
716,171948,716,0.015500735357145457,1.0,1.0,,,,,,,,,
717,172157,717,0.02432210070621324,1.0,1.0,,,,,,,,,
718,172334,718,0.027833141648535193,1.0,1.0,,,,,,,,,
719,172655,719,0.024439704522674452,1.0,1.0,,,,,,,,,
720,172872,720,0.016777892698057795,1.0,1.0,,,,,,,,,
721,173137,721,0.015240470695063681,1.0,1.0,0.0307212757247313,1.0,1.0,,,,,,
722,173378,722,0.023104047378341114,1.0,1.0,,,,,,,,,
723,173459,723,0.030918986489582495,1.0,1.0,,,,,,,,,
724,173524,724,0.018227249832112876,1.0,1.0,,,,,,,,,
725,173677,725,0.028569011909123553,1.0,1.0,,,,,,,,,
726,173734,726,0.010440189743150247,1.0,1.0,,,,,,,,,
727,174007,727,0.01670323283326284,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0

